FIPS,YEAR,IR-WFrTo
49029,2015,34.97
49031,2015,37.06
49033,2015,117.24
49035,2015,28.77
49037,2015,14.29
49039,2015,197.00
49041,2015,66.79
49043,2015,46.01
49045,2015,83.20
49047,2015,194.24
49049,2015,236.59
49051,2015,33.47
49053,2015,48.91
49055,2015,46.85
49057,2015,79.08
50001,2015,0.19
50003,2015,0.38
50005,2015,0.08
50007,2015,0.45
50009,2015,0.00
50011,2015,0.26
50013,2015,0.10
50015,2015,0.13
50017,2015,0.11
50019,2015,0.17
50021,2015,0.40
50023,2015,0.18
50025,2015,0.40
50027,2015,0.26
51001,2015,10.70
51003,2015,0.93
51005,2015,0.11
51007,2015,0.14
51009,2015,0.09
51011,2015,0.11
51013,2015,0.13
51015,2015,1.18
51017,2015,0.17
51019,2015,0.18
51021,2015,0.06
51023,2015,0.05
51025,2015,0.46
51027,2015,0.00
51029,2015,0.00
51031,2015,0.16
51033,2015,1.74
51035,2015,0.48
51036,2015,1.08
51037,2015,0.24
51041,2015,0.75
51043,2015,0.13
51045,2015,0.00
51047,2015,0.30
51049,2015,0.00
51051,2015,0.03
51053,2015,0.36
51057,2015,0.64
51059,2015,1.07
51061,2015,0.28
51063,2015,0.07
51065,2015,0.13
51067,2015,0.55
51069,2015,0.18
51071,2015,0.09
51073,2015,0.04
51075,2015,0.28
51077,2015,0.08
51079,2015,0.04
51081,2015,0.15
51083,2015,0.78
51085,2015,1.61
51087,2015,0.94
51089,2015,0.11
51091,2015,0.03
51093,2015,0.56
51095,2015,0.22
51097,2015,0.88
51099,2015,0.16
51101,2015,1.34
51103,2015,0.13
51105,2015,0.08
51107,2015,0.95
51109,2015,0.18
51111,2015,0.18
51113,2015,0.04
51115,2015,0.00
51117,2015,0.95
51119,2015,0.52
51121,2015,0.38
51125,2015,0.51
51127,2015,0.23
51131,2015,2.34
51133,2015,0.06
51135,2015,0.08
51137,2015,0.31
51139,2015,0.32
51141,2015,0.13
51143,2015,1.25
51145,2015,0.14
51147,2015,0.15
51149,2015,0.41
51153,2015,1.03
51155,2015,0.10
51157,2015,0.07
51159,2015,0.11
51161,2015,0.69
51163,2015,0.08
51165,2015,1.82
51167,2015,0.03
51169,2015,0.04
51171,2015,0.46
51173,2015,0.05
51175,2015,0.82
51177,2015,0.22
51179,2015,0.11
51181,2015,0.30
51183,2015,0.33
51185,2015,0.09
51187,2015,0.14
51191,2015,0.50
51193,2015,1.71
51195,2015,0.08
51197,2015,0.08
51199,2015,0.07
51510,2015,0.01
51520,2015,0.06
51530,2015,0.00
51540,2015,0.03
51550,2015,0.28
51570,2015,0.00
51580,2015,0.00
51590,2015,0.17
51595,2015,0.00
51600,2015,0.00
51610,2015,0.00
51620,2015,0.00
51630,2015,0.02
51640,2015,0.08
51650,2015,0.04
51660,2015,0.07
51670,2015,0.00
51678,2015,0.00
51680,2015,0.03
51683,2015,0.00
51685,2015,0.05
51690,2015,0.06
51700,2015,0.18
51710,2015,0.06
51720,2015,0.00
51730,2015,0.06
51735,2015,0.00
51740,2015,0.11
51750,2015,0.00
51760,2015,0.28
51770,2015,0.23
51775,2015,0.03
51790,2015,0.11
51800,2015,0.54
51810,2015,0.91
51820,2015,0.05
51830,2015,0.15
51840,2015,0.00
53001,2015,155.35
53003,2015,0.39
53005,2015,247.32
53007,2015,26.42
53009,2015,6.47
53011,2015,5.73
53013,2015,4.51
53015,2015,3.17
53017,2015,20.93
53019,2015,2.41
53021,2015,361.96
53023,2015,0.55
53025,2015,832.42
53027,2015,6.95
53029,2015,1.38
53031,2015,0.89
53033,2015,8.03
53035,2015,2.09
53037,2015,147.09
53039,2015,22.88
53041,2015,7.73
53043,2015,15.44
53045,2015,1.07
53047,2015,48.93
53049,2015,2.23
53051,2015,0.32
53053,2015,5.79
53055,2015,0.11
53057,2015,18.44
53059,2015,0.51
53061,2015,4.54
53063,2015,8.64
53065,2015,6.49
53067,2015,6.12
53069,2015,0.10
53071,2015,102.03
53073,2015,30.97
53075,2015,2.24
53077,2015,404.54
54001,2015,0.02
54003,2015,0.13
54005,2015,0.04
54007,2015,0.00
54009,2015,0.06
54011,2015,0.15
54013,2015,0.00
54015,2015,0.00
54017,2015,0.00
54019,2015,0.08
54021,2015,0.02
54023,2015,0.00
54025,2015,0.27
54027,2015,0.00
54029,2015,0.14
54031,2015,0.04
54033,2015,0.22
54035,2015,0.04
54037,2015,0.16
54039,2015,0.22
54041,2015,0.07
54043,2015,0.00
54045,2015,0.04
54047,2015,0.01
54049,2015,0.08
54051,2015,0.04
54053,2015,0.08
54055,2015,0.04
54057,2015,0.04
54059,2015,0.07
54061,2015,0.34
54063,2015,0.04
54065,2015,0.08
54067,2015,0.04
54069,2015,0.19
54071,2015,0.04
54073,2015,0.02
54075,2015,0.07
54077,2015,0.09
54079,2015,0.11
54081,2015,0.31
54083,2015,0.02
54085,2015,0.02
54087,2015,0.02
54089,2015,0.08
54091,2015,0.04
54093,2015,0.07
54095,2015,0.02
54097,2015,0.06
54099,2015,0.04
54101,2015,0.00
54103,2015,0.00
54105,2015,0.04
54107,2015,0.27
54109,2015,0.08
55001,2015,67.00
55003,2015,0.02
55005,2015,2.76
55007,2015,0.12
55009,2015,0.45
55011,2015,1.52
55013,2015,0.22
55015,2015,0.06
55017,2015,1.42
55019,2015,0.80
55021,2015,1.85
55023,2015,0.16
55025,2015,5.76
55027,2015,0.67
55029,2015,0.67
55031,2015,0.91
55033,2015,9.00
55035,2015,2.10
55037,2015,0.01
55039,2015,1.48
55041,2015,0.10
55043,2015,0.60
55045,2015,1.32
55047,2015,5.07
55049,2015,5.25
55051,2015,0.43
55053,2015,17.65
55055,2015,6.44
55057,2015,21.19
55059,2015,0.48
55061,2015,0.22
55063,2015,0.55
55065,2015,0.59
55067,2015,17.49
55069,2015,1.42
55071,2015,0.29
55073,2015,4.71
55075,2015,2.81
55077,2015,5.91
55078,2015,0.00
55079,2015,0.45
55081,2015,27.42
55083,2015,1.05
55085,2015,12.51
55087,2015,0.84
55089,2015,0.54
55091,2015,2.19
55093,2015,0.27
55095,2015,0.31
55097,2015,59.66
55099,2015,3.00
55101,2015,1.59
55103,2015,0.96
55105,2015,7.39
55107,2015,0.47
55109,2015,3.35
55111,2015,6.44
55113,2015,2.51
55115,2015,0.24
55117,2015,0.53
55119,2015,0.07
55121,2015,3.77
55123,2015,0.32
55125,2015,3.38
55127,2015,3.84
55129,2015,2.61
55131,2015,0.60
55133,2015,2.00
55135,2015,4.75
55137,2015,47.87
55139,2015,0.78
55141,2015,68.52
56001,2015,529.05
56003,2015,586.95
56005,2015,10.77
56007,2015,896.48
56009,2015,171.67
56011,2015,29.54
56013,2015,972.32
56015,2015,666.98
56017,2015,62.39
56019,2015,225.09
56021,2015,170.93
56023,2015,480.69
56025,2015,127.53
56027,2015,42.72
56029,2015,610.95
56031,2015,376.15
56033,2015,290.24
56035,2015,651.02
56037,2015,112.67
56039,2015,102.60
56041,2015,382.99
56043,2015,265.39
56045,2015,22.76
72001,2015,0.00
72003,2015,0.40
72005,2015,1.60
72007,2015,0.00
72009,2015,0.00
72011,2015,0.00
72013,2015,0.00
72015,2015,0.83
72017,2015,0.00
72019,2015,0.00
72021,2015,0.07
72023,2015,1.60
72025,2015,0.10
72027,2015,0.00
72029,2015,0.00
72031,2015,0.00
72033,2015,0.00
72035,2015,0.00
72037,2015,0.00
72039,2015,0.00
72041,2015,0.00
72043,2015,0.92
72045,2015,0.00
72047,2015,0.00
72049,2015,0.00
72051,2015,0.10
72053,2015,0.07
72054,2015,0.00
72055,2015,6.20
72057,2015,2.26
72059,2015,3.27
72061,2015,0.00
72063,2015,0.00
72065,2015,0.00
72067,2015,0.00
72069,2015,0.10
72071,2015,1.12
72073,2015,0.00
72075,2015,8.99
72077,2015,0.00
72079,2015,9.92
72081,2015,0.00
72083,2015,0.00
72085,2015,0.00
72087,2015,0.00
72089,2015,0.00
72091,2015,0.07
72093,2015,0.00
72095,2015,0.70
72097,2015,0.00
72099,2015,0.70
72101,2015,0.00
72103,2015,0.00
72105,2015,0.00
72107,2015,0.00
72109,2015,0.67
72111,2015,0.26
72113,2015,1.68
72115,2015,0.00
72117,2015,0.00
72119,2015,0.37
72121,2015,2.02
72123,2015,11.57
72125,2015,0.00
72127,2015,0.00
72129,2015,0.00
72131,2015,0.00
72133,2015,14.01
72135,2015,0.00
72137,2015,0.00
72139,2015,0.00
72141,2015,0.00
72143,2015,0.00
72145,2015,0.00
72147,2015,0.00
72149,2015,0.00
72151,2015,3.90
72153,2015,2.17
78010,2015,0.00
78020,2015,0.00
78030,2015,0.00
