GEOID,County,State,farmfertN-kg-2017
1001,Autauga,AL,1103100
1003,Baldwin,AL,5830690
1005,Barbour,AL,1101166
1007,Bibb,AL,453085
1009,Blount,AL,1678061
1011,Bullock,AL,679822
1013,Butler,AL,576347
1015,Calhoun,AL,913352
1017,Chambers,AL,756213
1019,Cherokee,AL,2835114
1021,Chilton,AL,652308
1023,Choctaw,AL,185997
1025,Clarke,AL,405813
1027,Clay,AL,522752
1029,Cleburne,AL,382548
1031,Coffee,AL,2090271
1033,Colbert,AL,3479232
1035,Conecuh,AL,1096829
1037,Coosa,AL,145160
1039,Covington,AL,2238210
1041,Crenshaw,AL,724205
1043,Cullman,AL,2151803
1045,Dale,AL,1692276
1047,Dallas,AL,2217743
1049,DeKalb,AL,3567213
1051,Elmore,AL,1301747
1053,Escambia,AL,2415815
1055,Etowah,AL,1112925
1057,Fayette,AL,985220
1059,Franklin,AL,943983
1061,Geneva,AL,2795407
1063,Greene,AL,223138
1065,Hale,AL,767526
1067,Henry,AL,2194640
1069,Houston,AL,4325397
1071,Jackson,AL,3442793
1073,Jefferson,AL,197982
1075,Lamar,AL,299069
1077,Lauderdale,AL,3812591
1079,Lawrence,AL,4787628
1081,Lee,AL,2172399
1083,Limestone,AL,5538650
1085,Lowndes,AL,1140565
1087,Macon,AL,1347400
1089,Madison,AL,4906641
1091,Marengo,AL,760216
1093,Marion,AL,495317
1095,Marshall,AL,1614747
1097,Mobile,AL,3757688
1099,Monroe,AL,2020077
1101,Montgomery,AL,1121245
1103,Morgan,AL,1776138
1105,Perry,AL,943948
1107,Pickens,AL,874282
1109,Pike,AL,1321126
1111,Randolph,AL,940890
1113,Russell,AL,1110282
1115,St. Clair,AL,649775
1117,Shelby,AL,630663
1119,Sumter,AL,524717
1121,Talladega,AL,977223
1123,Tallapoosa,AL,449754
1125,Tuscaloosa,AL,509321
1127,Walker,AL,461487
1129,Washington,AL,1093224
1131,Wilcox,AL,549695
1133,Winston,AL,435810
4001,Apache,AZ,366711
4003,Cochise,AZ,8007221
4005,Coconino,AZ,75866
4007,Gila,AZ,22770
4009,Graham,AZ,3004335
4011,Greenlee,AZ,214120
4013,Maricopa,AZ,14763763
4015,Mohave,AZ,1229958
4017,Navajo,AZ,288916
4019,Pima,AZ,3305510
4021,Pinal,AZ,16498685
4023,Santa Cruz,AZ,233533
4025,Yavapai,AZ,486019
4027,Yuma,AZ,28775794
5001,Arkansas,AR,16903076
5003,Ashley,AR,3877088
5005,Baxter,AR,415784
5007,Benton,AR,1967651
5009,Boone,AR,1829737
5011,Bradley,AR,267758
5013,Calhoun,AR,102271
5015,Carroll,AR,1255514
5017,Chicot,AR,6735331
5019,Clark,AR,458735
5021,Clay,AR,11311801
5023,Cleburne,AR,639599
5025,Cleveland,AR,117596
5027,Columbia,AR,264753
5029,Conway,AR,1337957
5031,Craighead,AR,12372127
5033,Crawford,AR,843337
5035,Crittenden,AR,6953029
5037,Cross,AR,9758651
5039,Dallas,AR,46494
5041,Desha,AR,9636016
5043,Drew,AR,1968801
5045,Faulkner,AR,844399
5047,Franklin,AR,886638
5049,Fulton,AR,1157908
5051,Garland,AR,107641
5053,Grant,AR,114625
5055,Greene,AR,9048735
5057,Hempstead,AR,791140
5059,Hot Spring,AR,167174
5061,Howard,AR,525445
5063,Independence,AR,2305433
5065,Izard,AR,823133
5067,Jackson,AR,8282264
5069,Jefferson,AR,8450859
5071,Johnson,AR,551740
5073,Lafayette,AR,1950178
5075,Lawrence,AR,9128537
5077,Lee,AR,9276757
5079,Lincoln,AR,5241381
5081,Little River,AR,1374460
5083,Logan,AR,956973
5085,Lonoke,AR,10496424
5087,Madison,AR,1546327
5089,Marion,AR,744351
5091,Miller,AR,1329856
5093,Mississippi,AR,14376705
5095,Monroe,AR,7411142
5097,Montgomery,AR,256690
5099,Nevada,AR,266123
5101,Newton,AR,455521
5103,Ouachita,AR,106705
5105,Perry,AR,484884
5107,Phillips,AR,11119229
5109,Pike,AR,429010
5111,Poinsett,AR,11396081
5113,Polk,AR,668342
5115,Pope,AR,796979
5117,Prairie,AR,8622374
5119,Pulaski,AR,878848
5121,Randolph,AR,4024222
5123,St. Francis,AR,7241911
5125,Saline,AR,189515
5127,Scott,AR,181137
5129,Searcy,AR,621843
5131,Sebastian,AR,302868
5133,Sevier,AR,670970
5135,Sharp,AR,679021
5137,Stone,AR,594877
5139,Union,AR,280455
5141,Van Buren,AR,646647
5143,Washington,AR,1719121
5145,White,AR,2744626
5147,Woodruff,AR,7071930
5149,Yell,AR,641346
6001,Alameda,CA,884711
6003,Alpine,CA,33585
6005,Amador,CA,325515
6007,Butte,CA,14024241
6009,Calaveras,CA,294422
6011,Colusa,CA,15976281
6013,Contra Costa,CA,1378000
6015,Del Norte,CA,236626
6017,El Dorado,CA,341363
6019,Fresno,CA,59809492
6021,Glenn,CA,16174185
6023,Humboldt,CA,499500
6025,Imperial,CA,41463241
6027,Inyo,CA,62508
6029,Kern,CA,54498131
6031,Kings,CA,24223022
6033,Lake,CA,868506
6035,Lassen,CA,1490474
6037,Los Angeles,CA,2931901
6039,Madera,CA,18278614
6041,Marin,CA,277616
6043,Mariposa,CA,89948
6045,Mendocino,CA,1564056
6047,Merced,CA,39615200
6049,Modoc,CA,4131939
6051,Mono,CA,308863
6053,Monterey,CA,45431531
6055,Napa,CA,6015990
6057,Nevada,CA,179284
6059,Orange,CA,1492369
6061,Placer,CA,1065022
6063,Plumas,CA,155792
6065,Riverside,CA,15024880
6067,Sacramento,CA,7712900
6069,San Benito,CA,3214155
6071,San Bernardino,CA,1817033
6073,San Diego,CA,11323861
6075,San Francisco,CA,41258
6077,San Joaquin,CA,34420236
6079,San Luis Obispo,CA,10760542
6081,San Mateo,CA,803624
6083,Santa Barbara,CA,18473884
6085,Santa Clara,CA,7858547
6087,Santa Cruz,CA,7733562
6089,Shasta,CA,1424589
6091,Sierra,CA,60534
6093,Siskiyou,CA,4778253
6095,Solano,CA,6892805
6097,Sonoma,CA,6577169
6099,Stanislaus,CA,37170414
6101,Sutter,CA,13230690
6103,Tehama,CA,4660645
6105,Trinity,CA,93851
6107,Tulare,CA,42899440
6109,Tuolumne,CA,287617
6111,Ventura,CA,21079581
6113,Yolo,CA,14351826
6115,Yuba,CA,3868997
8001,Adams,CO,6024842
8003,Alamosa,CO,4531664
8005,Arapahoe,CO,719577
8007,Archuleta,CO,122252
8009,Baca,CO,6024209
8011,Bent,CO,950967
8013,Boulder,CO,1095301
8015,Chaffee,CO,213108
8017,Cheyenne,CO,6363844
8019,Clear Creek,CO,5467
8021,Conejos,CO,1298494
8023,Costilla,CO,1070995
8025,Crowley,CO,407361
8027,Custer,CO,229197
8029,Delta,CO,1873234
8031,Denver,CO,50754
8033,Dolores,CO,455292
8035,Douglas,CO,346940
8037,Eagle,CO,151213
8039,Elbert,CO,985471
8041,El Paso,CO,446809
8043,Fremont,CO,203610
8045,Garfield,CO,630264
8047,Gilpin,CO,5361
8049,Grand,CO,203792
8051,Gunnison,CO,257712
8053,Hinsdale,CO,5698
8055,Huerfano,CO,113736
8057,Jackson,CO,331002
8059,Jefferson,CO,121470
8061,Kiowa,CO,3989602
8063,Kit Carson,CO,17603809
8065,Lake,CO,9397
8067,La Plata,CO,882952
8069,Larimer,CO,2086271
8071,Las Animas,CO,294714
8073,Lincoln,CO,4011278
8075,Logan,CO,9946285
8077,Mesa,CO,1880575
8079,Mineral,CO,2997
8081,Moffat,CO,705452
8083,Montezuma,CO,2168923
8085,Montrose,CO,1715410
8087,Morgan,CO,8164444
8089,Otero,CO,1705428
8091,Ouray,CO,83390
8093,Park,CO,27551
8095,Phillips,CO,11192600
8097,Pitkin,CO,24194
8099,Prowers,CO,5044896
8101,Pueblo,CO,771057
8103,Rio Blanco,CO,338862
8105,Rio Grande,CO,4589880
8107,Routt,CO,312496
8109,Saguache,CO,4990703
8111,San Juan,CO,4928
8113,San Miguel,CO,93951
8115,Sedgwick,CO,7065712
8117,Summit,CO,24578
8119,Teller,CO,17652
8121,Washington,CO,13143228
8123,Weld,CO,18497820
8125,Yuma,CO,21265667
9001,Fairfield,CT,204255
9003,Hartford,CT,1543141
9005,Litchfield,CT,712491
9007,Middlesex,CT,386441
9009,New Haven,CT,1230202
9011,New London,CT,1431629
9013,Tolland,CT,688529
9015,Windham,CT,574508
10001,Kent,DE,6840385
10003,New Castle,DE,1855176
10005,Sussex,DE,9269952
12001,Alachua,FL,2789666
12003,Baker,FL,155939
12005,Bay,FL,93797
12007,Bradford,FL,487458
12009,Brevard,FL,1753159
12011,Broward,FL,288251
12013,Calhoun,FL,1676000
12015,Charlotte,FL,2711316
12017,Citrus,FL,472085
12019,Clay,FL,127599
12021,Collier,FL,6289707
12023,Columbia,FL,1330587
12027,DeSoto,FL,7237265
12029,Dixie,FL,686060
12031,Duval,FL,203450
12033,Escambia,FL,1297824
12035,Flagler,FL,774100
12037,Franklin,FL,4079
12039,Gadsden,FL,1363588
12041,Gilchrist,FL,1903771
12043,Glades,FL,2967852
12045,Gulf,FL,24634
12047,Hamilton,FL,1794695
12049,Hardee,FL,6356886
12051,Hendry,FL,11835154
12053,Hernando,FL,618713
12055,Highlands,FL,6049861
12057,Hillsborough,FL,6827879
12059,Holmes,FL,1179989
12061,Indian River,FL,5745817
12063,Jackson,FL,6720248
12065,Jefferson,FL,836584
12067,Lafayette,FL,1879329
12069,Lake,FL,4342981
12071,Lee,FL,3274992
12073,Leon,FL,224988
12075,Levy,FL,2109904
12077,Liberty,FL,47662
12079,Madison,FL,1887411
12081,Manatee,FL,9207292
12083,Marion,FL,3039769
12085,Martin,FL,3092402
12086,Miami-Dade,FL,12605252
12087,Monroe,FL,10814
12089,Nassau,FL,193833
12091,Okaloosa,FL,645689
12093,Okeechobee,FL,3551948
12095,Orange,FL,5922407
12097,Osceola,FL,3888786
12099,Palm Beach,FL,27933236
12101,Pasco,FL,1443750
12103,Pinellas,FL,28995
12105,Polk,FL,9879988
12107,Putnam,FL,1313660
12109,St. Johns,FL,1796405
12111,St. Lucie,FL,6379244
12113,Santa Rosa,FL,2792511
12115,Sarasota,FL,526833
12117,Seminole,FL,361134
12119,Sumter,FL,1234904
12121,Suwannee,FL,3607669
12123,Taylor,FL,219310
12125,Union,FL,503801
12127,Volusia,FL,3216198
12129,Wakulla,FL,87402
12131,Walton,FL,684423
12133,Washington,FL,455103
13001,Appling,GA,3809626
13003,Atkinson,GA,2064616
13005,Bacon,GA,1678881
13007,Baker,GA,2104447
13009,Baldwin,GA,112240
13011,Banks,GA,377034
13013,Barrow,GA,244645
13015,Bartow,GA,544231
13017,Ben Hill,GA,986842
13019,Berrien,GA,3401957
13021,Bibb,GA,132352
13023,Bleckley,GA,868750
13025,Brantley,GA,239931
13027,Brooks,GA,5354087
13029,Bryan,GA,51116
13031,Bulloch,GA,5055327
13033,Burke,GA,4899400
13035,Butts,GA,276027
13037,Calhoun,GA,2833233
13039,Camden,GA,15215
13043,Candler,GA,1151629
13045,Carroll,GA,1136078
13047,Catoosa,GA,182402
13049,Charlton,GA,97115
13051,Chatham,GA,156918
13053,Chattahoochee,GA,5539
13055,Chattooga,GA,409273
13057,Cherokee,GA,264206
13059,Clarke,GA,103771
13061,Clay,GA,935395
13063,Clayton,GA,10819
13065,Clinch,GA,721271
13067,Cobb,GA,30830
13069,Coffee,GA,4535612
13071,Colquitt,GA,7698584
13073,Columbia,GA,109145
13075,Cook,GA,2450422
13077,Coweta,GA,352638
13079,Crawford,GA,300901
13081,Crisp,GA,2957949
13083,Dade,GA,107774
13085,Dawson,GA,101663
13087,Decatur,GA,7193780
13089,DeKalb,GA,11849
13091,Dodge,GA,1693300
13093,Dooly,GA,5431734
13095,Dougherty,GA,1016021
13097,Douglas,GA,59069
13099,Early,GA,3259347
13101,Echols,GA,1196325
13103,Effingham,GA,1227410
13105,Elbert,GA,378362
13107,Emanuel,GA,1831416
13109,Evans,GA,921277
13111,Fannin,GA,121289
13113,Fayette,GA,155912
13115,Floyd,GA,483449
13117,Forsyth,GA,171717
13119,Franklin,GA,652169
13121,Fulton,GA,119545
13123,Gilmer,GA,179353
13125,Glascock,GA,175642
13127,Glynn,GA,16396
13129,Gordon,GA,667633
13131,Grady,GA,3199139
13133,Greene,GA,327085
13135,Gwinnett,GA,155598
13137,Habersham,GA,220155
13139,Hall,GA,387926
13141,Hancock,GA,139156
13143,Haralson,GA,362457
13145,Harris,GA,339078
13147,Hart,GA,650454
13149,Heard,GA,296305
13151,Henry,GA,171945
13153,Houston,GA,574854
13155,Irwin,GA,3026161
13157,Jackson,GA,619762
13159,Jasper,GA,206287
13161,Jeff Davis,GA,1817376
13163,Jefferson,GA,2958730
13165,Jenkins,GA,1056034
13167,Johnson,GA,1006831
13169,Jones,GA,134751
13171,Lamar,GA,342587
13173,Lanier,GA,1510860
13175,Laurens,GA,1842128
13177,Lee,GA,1919522
13179,Liberty,GA,28901
13181,Lincoln,GA,114753
13183,Long,GA,119161
13185,Lowndes,GA,1266799
13187,Lumpkin,GA,331237
13189,McDuffie,GA,595198
13191,McIntosh,GA,37882
13193,Macon,GA,2813200
13195,Madison,GA,556247
13197,Marion,GA,394694
13199,Meriwether,GA,543985
13201,Miller,GA,2288712
13205,Mitchell,GA,7208504
13207,Monroe,GA,236138
13209,Montgomery,GA,869193
13211,Morgan,GA,973553
13213,Murray,GA,286640
13215,Muscogee,GA,39024
13217,Newton,GA,369560
13219,Oconee,GA,427422
13221,Oglethorpe,GA,392574
13223,Paulding,GA,179263
13225,Peach,GA,1339909
13227,Pickens,GA,158251
13229,Pierce,GA,2135707
13231,Pike,GA,219146
13233,Polk,GA,719203
13235,Pulaski,GA,1049075
13237,Putnam,GA,608564
13239,Quitman,GA,98002
13241,Rabun,GA,149801
13243,Randolph,GA,2154248
13245,Richmond,GA,76772
13247,Rockdale,GA,35485
13249,Schley,GA,172621
13251,Screven,GA,3627983
13253,Seminole,GA,3333771
13255,Spalding,GA,178878
13257,Stephens,GA,152096
13259,Stewart,GA,149120
13261,Sumter,GA,3823620
13263,Talbot,GA,78955
13265,Taliaferro,GA,150643
13267,Tattnall,GA,2628474
13269,Taylor,GA,415844
13271,Telfair,GA,455397
13273,Terrell,GA,3277222
13275,Thomas,GA,3682895
13277,Tift,GA,5021598
13279,Toombs,GA,2106875
13281,Towns,GA,95694
13283,Treutlen,GA,287999
13285,Troup,GA,240277
13287,Turner,GA,2361888
13289,Twiggs,GA,489592
13291,Union,GA,234705
13293,Upson,GA,233599
13295,Walker,GA,652670
13297,Walton,GA,418038
13299,Ware,GA,1047048
13301,Warren,GA,259075
13303,Washington,GA,1192784
13305,Wayne,GA,823258
13307,Webster,GA,1212206
13309,Wheeler,GA,246963
13311,White,GA,154665
13313,Whitfield,GA,274213
13315,Wilcox,GA,2083547
13317,Wilkes,GA,395801
13319,Wilkinson,GA,202981
13321,Worth,GA,6238946
16001,Ada,ID,2704303
16003,Adams,ID,196932
16005,Bannock,ID,1614611
16007,Bear Lake,ID,1311040
16009,Benewah,ID,2292885
16011,Bingham,ID,20624460
16013,Blaine,ID,912293
16015,Boise,ID,39785
16017,Bonner,ID,387654
16019,Bonneville,ID,8517352
16021,Boundary,ID,998324
16023,Butte,ID,1841984
16025,Camas,ID,900647
16027,Canyon,ID,14856366
16029,Caribou,ID,5416645
16031,Cassia,ID,17004048
16033,Clark,ID,1389866
16035,Clearwater,ID,402336
16037,Custer,ID,1374324
16039,Elmore,ID,8352265
16041,Franklin,ID,1953065
16043,Fremont,ID,11085940
16045,Gem,ID,1281014
16047,Gooding,ID,7041193
16049,Idaho,ID,3718811
16051,Jefferson,ID,12389276
16053,Jerome,ID,7398114
16055,Kootenai,ID,882006
16057,Latah,ID,6367647
16059,Lemhi,ID,789755
16061,Lewis,ID,3482560
16063,Lincoln,ID,4079032
16065,Madison,ID,11510258
16067,Minidoka,ID,14830388
16069,Nez Perce,ID,6609585
16071,Oneida,ID,1387957
16073,Owyhee,ID,6946715
16075,Payette,ID,2991047
16077,Power,ID,15658875
16079,Shoshone,ID,11129
16081,Teton,ID,2689641
16083,Twin Falls,ID,14619793
16085,Valley,ID,68045
16087,Washington,ID,1653964
17001,Adams,IL,15286148
17003,Alexander,IL,1281988
17005,Bond,IL,6224597
17007,Boone,IL,4142387
17009,Brown,IL,3657051
17011,Bureau,IL,20033628
17013,Calhoun,IL,2318180
17015,Carroll,IL,11072282
17017,Cass,IL,7303291
17019,Champaign,IL,23307836
17021,Christian,IL,16834164
17023,Clark,IL,8720943
17025,Clay,IL,8584288
17027,Clinton,IL,9267050
17029,Coles,IL,8470543
17031,Cook,IL,370629
17033,Crawford,IL,7422891
17035,Cumberland,IL,5896306
17037,De Kalb,IL,16193384
17039,De Witt,IL,7868755
17041,Douglas,IL,9754724
17043,Du Page,IL,111013
17045,Edgar,IL,12246391
17047,Edwards,IL,3453831
17049,Effingham,IL,9596285
17051,Fayette,IL,11347913
17053,Ford,IL,10621150
17055,Franklin,IL,4550136
17057,Fulton,IL,12346396
17059,Gallatin,IL,7192084
17061,Greene,IL,9956752
17063,Grundy,IL,8893672
17065,Hamilton,IL,6323677
17067,Hancock,IL,16342447
17069,Hardin,IL,377838
17071,Henderson,IL,7470407
17073,Henry,IL,19108760
17075,Iroquois,IL,24804438
17077,Jackson,IL,4862286
17079,Jasper,IL,8792604
17081,Jefferson,IL,7104845
17083,Jersey,IL,7071824
17085,Jo Daviess,IL,8389286
17087,Johnson,IL,1388550
17089,Kane,IL,7135648
17091,Kankakee,IL,13932926
17093,Kendall,IL,6494275
17095,Knox,IL,16707147
17097,Lake,IL,738942
17099,La Salle,IL,21667058
17101,Lawrence,IL,9143204
17103,Lee,IL,19550707
17105,Livingston,IL,22449502
17107,Logan,IL,15269391
17109,McDonough,IL,11389909
17111,McHenry,IL,6811131
17113,McLean,IL,24558673
17115,Macon,IL,11141046
17117,Macoupin,IL,16339971
17119,Madison,IL,11413538
17121,Marion,IL,7003392
17123,Marshall,IL,8100404
17125,Mason,IL,14287844
17127,Massac,IL,2660451
17129,Menard,IL,6392578
17131,Mercer,IL,10632736
17133,Monroe,IL,5561221
17135,Montgomery,IL,17351797
17137,Morgan,IL,10755556
17139,Moultrie,IL,8690606
17141,Ogle,IL,16435854
17143,Peoria,IL,9116346
17145,Perry,IL,5920378
17147,Piatt,IL,10714063
17149,Pike,IL,14195750
17151,Pope,IL,645423
17153,Pulaski,IL,3131899
17155,Putnam,IL,4014627
17157,Randolph,IL,6759365
17159,Richland,IL,6078589
17161,Rock Island,IL,5897103
17163,St. Clair,IL,7977155
17165,Saline,IL,4727067
17167,Sangamon,IL,21307862
17169,Schuyler,IL,6089946
17171,Scott,IL,5572091
17173,Shelby,IL,12437122
17175,Stark,IL,7870507
17177,Stephenson,IL,12151980
17179,Tazewell,IL,13208262
17181,Union,IL,2656412
17183,Vermilion,IL,18240480
17185,Wabash,IL,4425279
17187,Warren,IL,13437071
17189,Washington,IL,13730902
17191,Wayne,IL,10920542
17193,White,IL,9290237
17195,Whiteside,IL,17499954
17197,Will,IL,7525302
17199,Williamson,IL,2007011
17201,Winnebago,IL,5953782
17203,Woodford,IL,10633256
18001,Adams,IN,6312135
18003,Allen,IN,8367678
18005,Bartholomew,IN,5893291
18007,Benton,IN,10686385
18009,Blackford,IN,3175903
18011,Boone,IN,9324708
18013,Brown,IN,138519
18015,Carroll,IN,9473735
18017,Cass,IN,7899680
18019,Clark,IN,2539211
18021,Clay,IN,6398230
18023,Clinton,IN,9816922
18025,Crawford,IN,334226
18027,Daviess,IN,9805031
18029,Dearborn,IN,652653
18031,Decatur,IN,7540980
18033,DeKalb,IN,4415046
18035,Delaware,IN,6768590
18037,Dubois,IN,6110700
18039,Elkhart,IN,5592136
18041,Fayette,IN,2959253
18043,Floyd,IN,401569
18045,Fountain,IN,7233839
18047,Franklin,IN,3368024
18049,Fulton,IN,9166359
18051,Gibson,IN,9500267
18053,Grant,IN,6273585
18055,Greene,IN,5236133
18057,Hamilton,IN,4753670
18059,Hancock,IN,6097739
18061,Harrison,IN,3477161
18063,Hendricks,IN,5135375
18065,Henry,IN,6255115
18067,Howard,IN,5247680
18069,Huntington,IN,6458618
18071,Jackson,IN,6263158
18073,Jasper,IN,11279652
18075,Jay,IN,6244749
18077,Jefferson,IN,2103933
18079,Jennings,IN,3579778
18081,Johnson,IN,5305782
18083,Knox,IN,14540319
18085,Kosciusko,IN,9087793
18087,LaGrange,IN,6307800
18089,Lake,IN,3765959
18091,LaPorte,IN,9796736
18093,Lawrence,IN,2395980
18095,Madison,IN,7738450
18097,Marion,IN,684752
18099,Marshall,IN,7268834
18101,Martin,IN,1826159
18103,Miami,IN,6330178
18105,Monroe,IN,587717
18107,Montgomery,IN,10609403
18109,Morgan,IN,4122197
18111,Newton,IN,7239470
18113,Noble,IN,6438887
18115,Ohio,IN,388909
18117,Orange,IN,3065854
18119,Owen,IN,2622281
18121,Parke,IN,6189417
18123,Perry,IN,1488425
18125,Pike,IN,2672764
18127,Porter,IN,4716103
18129,Posey,IN,8040755
18131,Pulaski,IN,10415382
18133,Putnam,IN,6066226
18135,Randolph,IN,9316023
18137,Ripley,IN,5068752
18139,Rush,IN,8892353
18141,St. Joseph,IN,5328267
18143,Scott,IN,2336727
18145,Shelby,IN,7997252
18147,Spencer,IN,5456864
18149,Starke,IN,5435076
18151,Steuben,IN,3653547
18153,Sullivan,IN,6436823
18155,Switzerland,IN,879408
18157,Tippecanoe,IN,8521081
18159,Tipton,IN,6705037
18161,Union,IN,3131666
18163,Vanderburgh,IN,2813764
18165,Vermillion,IN,4008988
18167,Vigo,IN,3686533
18169,Wabash,IN,7081772
18171,Warren,IN,6692032
18173,Warrick,IN,3696181
18175,Washington,IN,5612603
18177,Wayne,IN,5118849
18179,Wells,IN,9150064
18181,White,IN,12490224
18183,Whitley,IN,5598477
19001,Adair,IA,9050257
19003,Adams,IA,5350421
19005,Allamakee,IA,7106675
19007,Appanoose,IA,2710922
19009,Audubon,IA,9256986
19011,Benton,IA,16429275
19013,Black Hawk,IA,12867904
19015,Boone,IA,13454190
19017,Bremer,IA,12034627
19019,Buchanan,IA,15218974
19021,Buena Vista,IA,14438146
19023,Butler,IA,14843951
19025,Calhoun,IA,14923089
19027,Carroll,IA,15129058
19029,Cass,IA,8113516
19031,Cedar,IA,13471285
19033,Cerro Gordo,IA,14075815
19035,Cherokee,IA,11752690
19037,Chickasaw,IA,13796219
19039,Clarke,IA,2242308
19041,Clay,IA,13204735
19043,Clayton,IA,13328390
19045,Clinton,IA,17553844
19047,Crawford,IA,17517314
19049,Dallas,IA,11360117
19051,Davis,IA,3612088
19053,Decatur,IA,3589633
19055,Delaware,IA,18159589
19057,Des Moines,IA,6514669
19059,Dickinson,IA,7524526
19061,Dubuque,IA,12423532
19063,Emmet,IA,10265679
19065,Fayette,IA,14232237
19067,Floyd,IA,12765630
19069,Franklin,IA,15846297
19071,Fremont,IA,9114894
19073,Greene,IA,14441987
19075,Grundy,IA,14001444
19077,Guthrie,IA,8825366
19079,Hamilton,IA,14020189
19081,Hancock,IA,17150392
19083,Hardin,IA,15152556
19085,Harrison,IA,14631819
19087,Henry,IA,7696647
19089,Howard,IA,12290522
19091,Humboldt,IA,10039776
19093,Ida,IA,10879080
19095,Iowa,IA,10396058
19097,Jackson,IA,9780683
19099,Jasper,IA,13644034
19101,Jefferson,IA,5772418
19103,Johnson,IA,10190497
19105,Jones,IA,13968458
19107,Keokuk,IA,9078931
19109,Kossuth,IA,25609850
19111,Lee,IA,6059402
19113,Linn,IA,12111126
19115,Louisa,IA,6458584
19117,Lucas,IA,2228569
19119,Lyon,IA,14915756
19121,Madison,IA,5799821
19123,Mahaska,IA,9164064
19125,Marion,IA,5999791
19127,Marshall,IA,12266092
19129,Mills,IA,6632125
19131,Mitchell,IA,13978770
19133,Monona,IA,12883588
19135,Monroe,IA,2667904
19137,Montgomery,IA,7762693
19139,Muscatine,IA,8118371
19141,O'Brien,IA,13693273
19143,Osceola,IA,10838728
19145,Page,IA,10129357
19147,Palo Alto,IA,15207054
19149,Plymouth,IA,18954529
19151,Pocahontas,IA,14405875
19153,Polk,IA,7161028
19155,Pottawattamie,IA,19094856
19157,Poweshiek,IA,12526137
19159,Ringgold,IA,4569094
19161,Sac,IA,13801362
19163,Scott,IA,9585679
19165,Shelby,IA,15912009
19167,Sioux,IA,20235463
19169,Story,IA,13547265
19171,Tama,IA,15365466
19173,Taylor,IA,6116205
19175,Union,IA,5765815
19177,Van Buren,IA,4035247
19179,Wapello,IA,5312476
19181,Warren,IA,4996027
19183,Washington,IA,10374983
19185,Wayne,IA,5961046
19187,Webster,IA,17182332
19189,Winnebago,IA,11322559
19191,Winneshiek,IA,15419200
19193,Woodbury,IA,18325894
19195,Worth,IA,9924172
19197,Wright,IA,15414052
20001,Allen,KS,3273217
20003,Anderson,KS,7158053
20005,Atchison,KS,6496577
20007,Barber,KS,5875613
20009,Barton,KS,10852160
20011,Bourbon,KS,3621150
20013,Brown,KS,9825027
20015,Butler,KS,8951058
20017,Chase,KS,1474159
20019,Chautauqua,KS,814185
20021,Cherokee,KS,8837513
20023,Cheyenne,KS,7156398
20025,Clark,KS,2017460
20027,Clay,KS,8086429
20029,Cloud,KS,6474199
20031,Coffey,KS,4464344
20033,Comanche,KS,2910768
20035,Cowley,KS,5878947
20037,Crawford,KS,6532195
20039,Decatur,KS,6826616
20041,Dickinson,KS,10456772
20043,Doniphan,KS,6462458
20045,Douglas,KS,3959505
20047,Edwards,KS,8141960
20049,Elk,KS,1267364
20051,Ellis,KS,3789968
20053,Ellsworth,KS,3688390
20055,Finney,KS,16709702
20057,Ford,KS,10697014
20059,Franklin,KS,5789713
20061,Geary,KS,1617739
20063,Gove,KS,8900204
20065,Graham,KS,6403033
20067,Grant,KS,7907145
20069,Gray,KS,11182119
20071,Greeley,KS,7124131
20073,Greenwood,KS,1845213
20075,Hamilton,KS,3644525
20077,Harper,KS,7106400
20079,Harvey,KS,10357236
20081,Haskell,KS,9960414
20083,Hodgeman,KS,5865817
20085,Jackson,KS,5324764
20087,Jefferson,KS,4369488
20089,Jewell,KS,10038131
20091,Johnson,KS,1340362
20093,Kearny,KS,7389379
20095,Kingman,KS,9361905
20097,Kiowa,KS,7039659
20099,Labette,KS,9149063
20101,Lane,KS,4390850
20103,Leavenworth,KS,3214721
20105,Lincoln,KS,4703231
20107,Linn,KS,3159758
20109,Logan,KS,7048408
20111,Lyon,KS,4575353
20113,McPherson,KS,14128762
20115,Marion,KS,10204170
20117,Marshall,KS,10959330
20119,Meade,KS,9583289
20121,Miami,KS,5449339
20123,Mitchell,KS,10156667
20125,Montgomery,KS,6486204
20127,Morris,KS,3866827
20129,Morton,KS,4486651
20131,Nemaha,KS,10853240
20133,Neosho,KS,6626634
20135,Ness,KS,5484247
20137,Norton,KS,9213468
20139,Osage,KS,5175821
20141,Osborne,KS,5499350
20143,Ottawa,KS,7401301
20145,Pawnee,KS,8849983
20147,Phillips,KS,7074837
20149,Pottawatomie,KS,4350204
20151,Pratt,KS,12614961
20153,Rawlins,KS,9716291
20155,Reno,KS,15327729
20157,Republic,KS,9989805
20159,Rice,KS,10379004
20161,Riley,KS,2286007
20163,Rooks,KS,7072850
20165,Rush,KS,5374429
20167,Russell,KS,4748760
20169,Saline,KS,6027828
20171,Scott,KS,10272095
20173,Sedgwick,KS,11626808
20175,Seward,KS,7303089
20177,Shawnee,KS,3176182
20179,Sheridan,KS,12086267
20181,Sherman,KS,13793227
20183,Smith,KS,10446662
20185,Stafford,KS,11178466
20187,Stanton,KS,7536076
20189,Stevens,KS,11731924
20191,Sumner,KS,16871855
20193,Thomas,KS,16858889
20195,Trego,KS,4831919
